ID,pred
25318,0.06771970030668242
25319,0.006442769729786432
25320,0.014900656842548885
25321,0.6421896065030379
25322,0.054868583486109145
25323,0.1818875294180848
25324,0.009688773885216335
25325,0.009187957162947116
25326,0.02491294195814318
25327,0.33171168285878155
25328,0.4490478807029064
25329,0.4371816007925753
25330,0.011147546069949684
25331,0.05887039986450646
25332,0.02945106013158995
25333,0.5112715620103762
25334,0.049193554913698485
25335,0.19307340610896565
25336,0.10751436219366642
25337,0.32580297593100976
25338,0.07223169973220353
25339,0.003227939620046292
25340,0.01394120078824946
25341,0.014782481738585792
25342,0.18059891241346063
25343,0.05182173762221361
25344,0.01595562530411814
25345,0.08864213526078377
25346,0.04431769743795293
25347,0.07739316482375698
25348,0.010241725826441754
25349,0.00969785318870681
25350,0.007597584246299867
25351,0.007374474242455301
25352,0.06164400191337949
25353,0.023724515537137975
25354,0.23448510575325013
25355,0.3690570955929961
25356,0.2644124081073992
25357,0.07499073424996844
25358,0.021898639014244454
25359,0.004655997616681966
25360,0.018193819499149062
25361,0.06377160845147425
25362,0.06865747185459249
25363,0.39422947198864433
25364,0.007927411627880953
25365,0.08540641892274649
25366,0.007652835908572679
25367,0.044294080905334814
25368,0.42368908103995795
25369,0.24242640828279188
25370,0.010636288991378556
25371,0.4772195168994484
25372,0.3561866036623851
25373,0.09638636658072636
25374,0.041994389639462906
25375,0.22091907378134884
25376,0.030119123441317345
25377,0.013620714390496362
25378,0.019649405681953988
25379,0.04177925126957035
25380,0.47136409158243703
25381,0.015191572866793037
25382,0.20312840289647321
25383,0.08535755180501038
25384,0.2594373021172061
25385,0.02762789867937603
25386,0.0161072184884904
25387,0.1675743338430718
25388,0.03684161782166382
25389,0.10899593062636047
25390,0.007751955468099669
25391,0.023021525170780505
25392,0.8001225372608491
25393,0.017589349076093986
25394,0.15066385448312547
25395,0.05346485374820605
25396,0.00894400894228847
25397,0.016591213798464295
25398,0.3892736194519288
25399,0.03682161979097859
25400,0.0827886594223184
25401,0.0056792793005131376
25402,0.1438692037666724
25403,0.012618905459041834
25404,0.011518926640774347
25405,0.8049155632240984
25406,0.02621439420693165
25407,0.028612208066692194
25408,0.0392789144274883
25409,0.028145081671854144
25410,0.02718755695534759
25411,0.01769310703426232
25412,0.11979995883593512
25413,0.12559963670105334
25414,0.13469042201552747
25415,0.03605583614421796
25416,0.013072818322961274
25417,0.14127172995475276
25418,0.00884964359090402
25419,0.02803923120886327
25420,0.02309980191362387
25421,0.03012163537472756
25422,0.003949159728414467
25423,0.46405979846378204
25424,0.008000671690623093
25425,0.06978366475797952
25426,0.04842921645569154
25427,0.22809382900426414
25428,0.08332719702853059
25429,0.06565968135489368
25430,0.033756414452316544
25431,0.08021762673179599
25432,0.0201187458201617
25433,0.3479126340769824
25434,0.37300263760618363
25435,0.01806640477566633
25436,0.02143810741110098
25437,0.04135466067453975
25438,0.0403107805101218
25439,0.35624189259912104
25440,0.04718267518595944
25441,0.1346099406582276
25442,0.011477043950819166
25443,0.04134220748478169
25444,0.08035848308043105
25445,0.022801429459504044
25446,0.12055240369425506
25447,0.033437277387603284
25448,0.026435096675181274
25449,0.04028559555642495
25450,0.009493749494949077
25451,0.029486186815079456
25452,0.04832949876531356
25453,0.009810206992569112
25454,0.5256606129079053
25455,0.04136115548677764
25456,0.016336048677746812
25457,0.4760136751603785
25458,0.28687555002144394
25459,0.019934978417430214
25460,0.0285258115963811
25461,0.023021650169500012
25462,0.03585587467082496
25463,0.2480992679479327
25464,0.6304499188893542
25465,0.055336532648602506
25466,0.14127182914107736
25467,0.23208048820690688
25468,0.023336568606977446
25469,0.007312761007359096
25470,0.05775010568265964
25471,0.42795663922354543
25472,0.015441141039032276
25473,0.017243547989111013
25474,0.06963537501473963
25475,0.16994165348133228
25476,0.01055103014071293
25477,0.016336444936627014
25478,0.4085304393299523
25479,0.20519516895457002
25480,0.11177117563884643
25481,0.036808332348577756
25482,0.026293731031641274
25483,0.05139121397400274
25484,0.07375100953022064
25485,0.21650589643471407
25486,0.0488846580248539
25487,0.015070318912312945
25488,0.21453881649309972
25489,0.25981900712789724
25490,0.3616959954681715
25491,0.10984060871999139
25492,0.015529960206916356
25493,0.2738667860937909
25494,0.12110249958125509
25495,0.015911343433222182
25496,0.05171281968616157
25497,0.02971806839272286
25498,0.01020331419033582
25499,0.06549779270827746
25500,0.008076910668228465
25501,0.6452495145188325
25502,0.05263653943109107
25503,0.1098261791588389
25504,0.009537134607458583
25505,0.1286216909328545
25506,0.03200307181453347
25507,0.007982842169554914
25508,0.011047325215906158
25509,0.03763449056463799
25510,0.03396877962742402
25511,0.6100655312703639
25512,0.07783584008710516
25513,0.021377959945277525
25514,0.02183226503502652
25515,0.5739707334426478
25516,0.04587640811124948
25517,0.009826948728688572
25518,0.2246340188135539
25519,0.01995869584474318
25520,0.06620040708435289
25521,0.5451589213286278
25522,0.010399277197490096
25523,0.09077997685672136
25524,0.49469474276878417
25525,0.21595857712143762
25526,0.3327718014655166
25527,0.10801286372149758
25528,0.05771776051581252
25529,0.12492172364722127
25530,0.027417907116362963
25531,0.02671299411445422
25532,0.03607463803008515
25533,0.03613924066159142
25534,0.0630531380278536
25535,0.0707889511763359
25536,0.07365177678506514
25537,0.007059940432740039
25538,0.10394335794183326
25539,0.5051525564680522
25540,0.4346036095051177
25541,0.20464826641375392
25542,0.02072740771432383
25543,0.020674433755002997
25544,0.5757035683312787
25545,0.008889905736219094
25546,0.019429230457835543
25547,0.022472573683266453
25548,0.06021260654303631
25549,0.011566344935424739
25550,0.42211045731021457
25551,0.5462735195064017
25552,0.201148453274388
25553,0.09177814309452095
25554,0.009561926991124537
25555,0.04363797700736824
25556,0.8840428433044292
25557,0.26400101820860306
25558,0.1245324737744263
25559,0.17217345559746533
25560,0.07276339557427788
25561,0.21743539682850577
25562,0.34748491482257365
25563,0.025281455521617993
25564,0.12693510130563973
25565,0.35572966502719056
25566,0.03887824440963142
25567,0.02678782518875805
25568,0.4276668385691145
25569,0.014513502625914975
25570,0.00794353686653339
25571,0.223917607896268
25572,0.20033255053171245
25573,0.01865800680346998
25574,0.014927000125230277
25575,0.006487800569571733
25576,0.01865337532341165
25577,0.020765232761287177
25578,0.014708103646844125
25579,0.06501269041006887
25580,0.004630887777188766
25581,0.02843145651126492
25582,0.01707745274777289
25583,0.26372628701875844
25584,0.03335545055260447
25585,0.48733863468751004
25586,0.023258549418993205
25587,0.01832548313854871
25588,0.09373899328261955
25589,0.009462117781881963
25590,0.008554527681895
25591,0.02453895121674268
25592,0.026597348913246742
25593,0.006575562969411658
25594,0.0792856700791859
25595,0.5242516922438731
25596,0.08223197512817422
25597,0.009756421854955892
25598,0.09911830746281652
25599,0.13055559838963923
25600,0.012286756994441221
25601,0.01666249044284256
25602,0.019054247574709436
25603,0.05658218328142056
25604,0.02584359984930908
25605,0.1595438434113957
25606,0.14735489981186636
25607,0.03362805589211189
25608,0.009405540991365957
25609,0.021427347199035513
25610,0.024080788593278668
25611,0.13419191420842597
25612,0.10896045973330606
25613,0.10653531718979405
25614,0.6441754460128234
25615,0.016690052943683534
25616,0.009851662312663385
25617,0.009273779851473025
25618,0.93070495899252
25619,0.030870266216682627
25620,0.033244782124101445
25621,0.06964194708680171
25622,0.008444832669531119
25623,0.024377305238560045
25624,0.5139851914508484
25625,0.2872897086335009
25626,0.010864850882458404
25627,0.011135412645441151
25628,0.014904195967603243
25629,0.3558685226905616
25630,0.057990240118588554
25631,0.4374086408028026
25632,0.579034057080184
25633,0.04100509892697531
25634,0.1563224725922806
25635,0.010252221924427637
25636,0.03391594314214186
25637,0.13493353025244917
25638,0.10964090031096352
25639,0.009975757457292778
25640,0.011224475155016173
25641,0.007798226845075026
25642,0.05491344151905651
25643,0.021544347958959112
25644,0.2038352771581358
25645,0.04573567335386827
25646,0.010636389000578568
25647,0.01751674944941775
25648,0.06118203426771062
